HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Newcastle,Tottenham,2019/2020,2020-07-15,D Coote,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,-3.0,2.0,43.0,52.0,13,8,50.0,60.0,19.0,17.0,3.0,6.0,2.0,3.0,-2.0,3.0,-1.0,1.0,-2.0,1.0,-2.0,1.0,1.0,-5.0,-9.0,5,-10.0,2.0,-3.0,-1.0,0,1,0,0,0,36,36,Home Loss,1.0,3.0,-2.0,4.0
Aston Villa,Tottenham,2019/2020,2020-02-16,M Atkinson,2.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-4.0,1.0,25.0,37.0,17,5,60.0,59.0,20.0,20.0,0.0,3.0,1.0,3.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-5.0,-12.0,12,1.0,0.0,-3.0,-2.0,0,1,1,0,7,26,26,Home Loss,2.0,3.0,-1.0,5.0
Chelsea,Tottenham,2019/2020,2020-02-22,M Oliver,1.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,41.0,40.0,4,5,80.0,71.0,24.0,25.0,6.0,3.0,5.0,3.0,-2.0,1.0,1.0,0.0,-1.0,1.0,-2.0,1.0,1.0,-3.0,1.0,-1,9.0,-1.0,3.0,2.0,1,1,0,0,7,27,27,Home Win,2.0,1.0,1.0,3.0
Norwich,Tottenham,2019/2020,2019-12-28,K Friend,0.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,2.0,-4.0,4.0,12.0,29.0,20,6,63.0,46.0,23.0,23.0,0.0,0.0,0.0,0.0,-2.0,-1.0,3.0,-1.0,1.0,0.0,-3.0,1.0,2.0,-8.0,-17.0,14,17.0,0.0,0.0,0.0,0,1,1,0,5,20,20,Draw,2.0,2.0,0.0,4.0
Wolves,Tottenham,2019/2020,2019-12-15,S Attwell,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,6.0,24.0,23.0,6,7,73.0,68.0,27.0,28.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,-3.0,0.0,1.0,-1.0,-2.0,1.0,-1,5.0,-1.0,0.0,1.0,0,1,0,0,5,17,17,Home Loss,1.0,2.0,-1.0,3.0
Man United,Tottenham,2019/2020,2019-12-04,P Tierney,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,18.0,20.0,11,5,84.0,62.0,37.0,22.0,3.0,3.0,1.0,3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,6,22.0,15.0,0.0,-2.0,1,1,0,0,5,15,15,Home Win,2.0,1.0,1.0,3.0
West Ham,Tottenham,2019/2020,2019-11-23,M Oliver,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0,-7.0,-4.0,13.0,14.0,16,14,52.0,52.0,22.0,16.0,3.0,3.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-2.0,0.0,-2.0,2.0,-3.0,-1.0,2,0.0,6.0,0.0,0.0,0,1,0,0,4,13,13,Home Loss,2.0,3.0,-1.0,5.0
Southampton,Tottenham,2019/2020,2020-01-01,M Dean,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,22.0,30.0,16,7,66.0,53.0,22.0,25.0,3.0,6.0,4.0,6.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-3.0,-8.0,9,13.0,-3.0,-3.0,-2.0,0,1,0,0,6,21,21,Home Win,1.0,0.0,1.0,1.0
Crystal Palace,Tottenham,2019/2020,2020-07-26,A Marriner,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,0.0,1.0,5.0,0.0,-10.0,7.0,42.0,58.0,14,7,49.0,51.0,18.0,19.0,0.0,9.0,0.0,7.0,-1.0,-1.0,2.0,1.0,-2.0,1.0,-4.0,-1.0,5.0,-17.0,-16.0,7,-2.0,-1.0,-9.0,-7.0,0,1,0,0,0,38,38,Draw,1.0,1.0,0.0,2.0
Burnley,Tottenham,2019/2020,2020-03-07,J Moss,2.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,6.0,2.0,38.0,40.0,10,8,53.0,58.0,21.0,24.0,3.0,6.0,2.0,7.0,-1.0,1.0,0.0,2.0,-2.0,0.0,0.0,2.0,-2.0,4.0,-2.0,2,-5.0,-3.0,-3.0,-5.0,0,1,0,0,8,29,29,Draw,1.0,1.0,0.0,2.0
Bournemouth,Tottenham,2019/2020,2020-07-09,P Tierney,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,-10.0,1.0,27.0,48.0,18,8,41.0,59.0,9.0,13.0,3.0,6.0,3.0,8.0,-1.0,0.0,1.0,-1.0,-2.0,3.0,-2.0,-2.0,4.0,-11.0,-21.0,10,-18.0,-4.0,-3.0,-5.0,0,1,0,0,0,34,34,Draw,0.0,0.0,0.0,0.0
Watford,Tottenham,2019/2020,2020-01-18,M Oliver,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,9.0,-3.0,22.0,30.0,17,8,63.0,56.0,20.0,22.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0,0.0,-3.0,12.0,-8.0,9,7.0,-2.0,0.0,0.0,0,1,0,0,6,23,23,Draw,0.0,0.0,0.0,0.0
Sheffield United,Tottenham,2019/2020,2020-07-02,C Kavanagh,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,-5.0,0.0,44.0,45.0,8,7,40.0,56.0,10.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,1,-16.0,-7.0,0.0,0.0,0,1,1,0,0,32,32,Home Win,3.0,1.0,2.0,4.0
Liverpool,Man City,2019/2020,2019-11-10,M Oliver,5.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,4.0,6.0,31.0,25.0,1,2,90.0,110.0,35.0,34.0,1.0,4.0,1.0,2.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-2.0,6.0,-1,-20.0,1.0,-3.0,-1.0,1,1,0,0,4,12,12,Home Win,3.0,1.0,2.0,4.0
Newcastle,Man City,2019/2020,2019-11-30,C Kavanagh,2.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,-1.0,5.0,15.0,28.0,12,3,61.0,105.0,25.0,30.0,3.0,3.0,3.0,3.0,-2.0,3.0,-1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-6.0,-13.0,9,-44.0,-5.0,0.0,0.0,0,1,0,0,4,14,14,Draw,2.0,2.0,0.0,4.0
Arsenal,Man City,2019/2020,2019-12-15,P Tierney,1.0,4.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.0,1.0,22.0,32.0,11,3,58.0,96.0,21.0,29.0,0.0,6.0,1.0,5.0,-3.0,3.0,0.0,-3.0,2.0,1.0,-1.0,1.0,0.0,-2.0,-10.0,8,-38.0,-8.0,-6.0,-4.0,1,1,0,0,5,17,17,Home Loss,0.0,3.0,-3.0,3.0
Aston Villa,Man City,2019/2020,2020-01-12,J Moss,2.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,-5.0,7.0,21.0,44.0,17,3,60.0,76.0,16.0,33.0,0.0,3.0,0.0,3.0,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.0,0.0,2.0,-12.0,-23.0,14,-16.0,-17.0,-3.0,-3.0,0,1,1,0,6,22,22,Home Loss,1.0,6.0,-5.0,7.0
Chelsea,Man City,2019/2020,2020-06-25,S Attwell,3.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,9.0,51.0,63.0,4,2,93.0,84.0,30.0,35.0,3.0,6.0,3.0,8.0,-1.0,0.0,1.0,-2.0,3.0,-1.0,-1.0,1.0,0.0,-5.0,-12.0,2,9.0,-5.0,-3.0,-5.0,1,1,0,0,11,31,31,Home Win,2.0,1.0,1.0,3.0
Wolves,Man City,2019/2020,2019-12-27,M Atkinson,2.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,7.0,27.0,38.0,6,3,71.0,100.0,24.0,41.0,4.0,4.0,3.0,4.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,0.0,-5.0,-11.0,3,-29.0,-17.0,0.0,-1.0,0,1,0,0,5,19,19,Home Win,3.0,2.0,1.0,5.0
Man United,Man City,2019/2020,2020-03-08,M Dean,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,42.0,57.0,7,2,83.0,99.0,29.0,30.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-15.0,5,-16.0,-1.0,-3.0,-3.0,1,1,0,0,8,29,28,Home Win,2.0,0.0,2.0,2.0
Tottenham,Man City,2019/2020,2020-02-02,M Dean,3.0,4.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,-1.0,9.0,34.0,51.0,7,2,71.0,97.0,24.0,34.0,1.0,7.0,2.0,4.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-3.0,1.0,2.0,-10.0,-17.0,5,-26.0,-10.0,-6.0,-2.0,1,1,0,0,7,25,25,Home Win,2.0,0.0,2.0,2.0
Southampton,Man City,2019/2020,2020-07-05,A Marriner,1.0,4.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,9.0,40.0,66.0,14,2,61.0,71.0,24.0,29.0,0.0,9.0,3.0,11.0,-3.0,-1.0,4.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-9.0,-26.0,12,-10.0,-5.0,-9.0,-8.0,0,1,0,0,0,33,33,Home Win,1.0,0.0,1.0,1.0
Leicester,Man City,2019/2020,2020-02-22,P Tierney,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,50.0,54.0,3,2,65.0,103.0,28.0,35.0,3.0,6.0,3.0,5.0,-2.0,1.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,-5.0,-4.0,1,-38.0,-7.0,-3.0,-2.0,0,1,0,0,7,27,27,Home Loss,0.0,1.0,-1.0,1.0
Burnley,Man City,2019/2020,2019-12-03,J Moss,3.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,-1.0,3.0,18.0,29.0,9,3,59.0,108.0,26.0,29.0,0.0,6.0,0.0,6.0,-1.0,0.0,1.0,-2.0,2.0,0.0,-1.0,-1.0,2.0,-4.0,-11.0,6,-49.0,-3.0,-6.0,-6.0,0,1,0,0,5,15,15,Home Loss,1.0,4.0,-3.0,5.0
Watford,Man City,2019/2020,2020-07-21,M Oliver,3.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,2.0,4.0,0.0,0.0,3.0,1.0,-5.0,14.0,34.0,75.0,17,2,55.0,97.0,15.0,33.0,0.0,9.0,2.0,13.0,-2.0,1.0,1.0,-2.0,1.0,1.0,-2.0,0.0,2.0,-19.0,-41.0,15,-42.0,-18.0,-9.0,-11.0,0,1,0,0,0,37,37,Home Loss,0.0,4.0,-4.0,4.0
Brighton,Man City,2019/2020,2020-07-11,G Scott,1.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,-3.0,12.0,36.0,69.0,15,2,47.0,93.0,13.0,30.0,0.0,9.0,1.0,10.0,-3.0,0.0,3.0,-1.0,4.0,-3.0,-1.0,1.0,0.0,-15.0,-33.0,13,-46.0,-17.0,-9.0,-9.0,0,1,0,0,0,35,35,Home Loss,0.0,5.0,-5.0,5.0
Sheffield United,Man City,2019/2020,2020-01-21,L Mason,2.0,4.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,-3.0,7.0,33.0,48.0,7,2,52.0,86.0,13.0,32.0,0.0,3.0,0.0,2.0,-2.0,2.0,0.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-10.0,-15.0,5,-34.0,-19.0,-3.0,-2.0,0,1,1,0,6,24,24,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Brighton,2019/2020,2019-11-30,M Atkinson,5.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,5.0,-2.0,37.0,15.0,1,14,80.0,62.0,32.0,16.0,6.0,0.0,2.0,0.0,2.0,-1.0,-1.0,4.0,0.0,-4.0,2.0,1.0,-3.0,7.0,22.0,-13,18.0,16.0,6.0,2.0,1,0,0,0,4,14,14,Home Win,2.0,1.0,1.0,3.0
Arsenal,Brighton,2019/2020,2019-12-05,G Scott,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,4.0,0.0,1.0,3.0,-2.0,-2.0,19.0,15.0,8,16,61.0,54.0,23.0,16.0,2.0,2.0,2.0,2.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,-2.0,4.0,-2.0,0.0,4.0,-8,7.0,7.0,0.0,0.0,1,0,0,0,5,15,15,Home Loss,1.0,2.0,-1.0,3.0
Everton,Brighton,2019/2020,2020-01-11,D Coote,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,25.0,24.0,11,15,67.0,67.0,19.0,28.0,3.0,6.0,5.0,5.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-4,0.0,-9.0,-3.0,0.0,0,0,0,0,6,22,22,Home Win,1.0,0.0,1.0,1.0
Norwich,Brighton,2019/2020,2020-07-04,S Attwell,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,-8.0,-3.0,21.0,33.0,20,15,49.0,58.0,15.0,18.0,0.0,3.0,0.0,2.0,1.0,-3.0,2.0,0.0,-3.0,3.0,0.0,-2.0,2.0,-5.0,-12.0,5,-9.0,-3.0,-3.0,-2.0,0,0,1,0,0,33,33,Home Loss,0.0,1.0,-1.0,1.0
Wolves,Brighton,2019/2020,2020-03-07,A Marriner,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,-3.0,42.0,28.0,6,15,72.0,82.0,19.0,26.0,2.0,5.0,2.0,3.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,6.0,14.0,-9,-10.0,-7.0,-3.0,-1.0,0,0,0,0,8,29,29,Draw,0.0,0.0,0.0,0.0
Man United,Brighton,2019/2020,2019-11-10,J Moss,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,13.0,15.0,10,8,71.0,74.0,24.0,21.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,2.0,0.0,-3.0,-2.0,2,-3.0,3.0,0.0,0.0,1,0,0,0,4,12,12,Home Win,3.0,1.0,2.0,4.0
Tottenham,Brighton,2019/2020,2019-12-26,G Scott,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,4.0,-1.0,26.0,20.0,7,13,50.0,69.0,23.0,30.0,6.0,3.0,3.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,5.0,6.0,-6,-19.0,-7.0,3.0,-1.0,1,0,0,0,5,19,19,Home Win,2.0,1.0,1.0,3.0
West Ham,Brighton,2019/2020,2020-02-01,M Oliver,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,-2.0,-1.0,23.0,25.0,18,15,46.0,72.0,21.0,23.0,2.0,5.0,3.0,4.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-2.0,3,-26.0,-2.0,-3.0,-1.0,0,0,0,0,7,25,25,Draw,3.0,3.0,0.0,6.0
Southampton,Brighton,2019/2020,2020-07-16,A Marriner,2.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,-9.0,45.0,36.0,12,15,57.0,41.0,23.0,8.0,7.0,1.0,5.0,2.0,1.0,-1.0,0.0,1.0,-3.0,2.0,1.0,1.0,-2.0,10.0,9.0,-3,16.0,15.0,6.0,3.0,0,0,0,0,0,36,36,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Brighton,2019/2020,2019-12-16,C Pawson,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,-4.0,22.0,19.0,10,12,36.0,58.0,11.0,20.0,0.0,6.0,2.0,5.0,-1.0,-1.0,2.0,1.0,1.0,-2.0,1.0,0.0,-1.0,4.0,3.0,-2,-22.0,-9.0,-6.0,-3.0,0,0,0,0,5,17,17,Draw,1.0,1.0,0.0,2.0
Leicester,Brighton,2019/2020,2020-06-23,L Mason,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,54.0,32.0,3,15,68.0,58.0,19.0,18.0,7.0,1.0,5.0,2.0,1.0,-2.0,1.0,2.0,-2.0,0.0,0.0,-1.0,1.0,2.0,22.0,-12,10.0,1.0,6.0,3.0,0,0,0,0,11,31,31,Draw,0.0,0.0,0.0,0.0
Burnley,Brighton,2019/2020,2020-07-26,J Moss,2.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,-6.0,54.0,38.0,9,16,55.0,44.0,19.0,9.0,7.0,1.0,5.0,2.0,1.0,3.0,-4.0,1.0,-2.0,1.0,1.0,1.0,-2.0,9.0,16.0,-7,11.0,10.0,6.0,3.0,0,0,0,0,0,38,38,Home Loss,1.0,2.0,-1.0,3.0
Bournemouth,Brighton,2019/2020,2020-01-21,K Friend,0.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,4.0,2.0,-10.0,0.0,20.0,25.0,19,15,41.0,62.0,12.0,20.0,6.0,3.0,7.0,2.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,-10.0,-5.0,4,-21.0,-8.0,3.0,5.0,0,0,0,0,6,24,24,Home Win,3.0,1.0,2.0,4.0
Sheffield United,Brighton,2019/2020,2020-02-22,G Scott,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,-3.0,39.0,27.0,6,15,55.0,69.0,17.0,20.0,3.0,0.0,1.0,0.0,2.0,-2.0,0.0,2.0,-1.0,-1.0,3.0,-2.0,-1.0,5.0,12.0,-9,-14.0,-3.0,3.0,1.0,0,0,1,0,7,27,27,Draw,1.0,1.0,0.0,2.0
Liverpool,Everton,2019/2020,2019-12-04,M Dean,5.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,3.0,6.0,-3.0,40.0,14.0,1,17,85.0,70.0,35.0,24.0,4.0,1.0,1.0,0.0,3.0,-1.0,-2.0,3.0,1.0,-4.0,4.0,-1.0,-3.0,9.0,26.0,-16,15.0,11.0,3.0,1.0,1,0,0,0,5,15,15,Home Win,5.0,2.0,3.0,7.0
Newcastle,Everton,2019/2020,2019-12-28,L Mason,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,25.0,22.0,10,13,42.0,63.0,15.0,19.0,4.0,1.0,4.0,3.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-2.0,1.0,0.0,3.0,-3,-21.0,-4.0,3.0,1.0,0,0,0,0,5,20,20,Home Loss,1.0,2.0,-1.0,3.0
Man City,Everton,2019/2020,2020-01-01,A Marriner,4.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,5.0,4.0,41.0,25.0,3,10,82.0,73.0,31.0,24.0,9.0,0.0,8.0,2.0,2.0,-2.0,0.0,1.0,0.0,-1.0,0.0,-2.0,2.0,1.0,16.0,-7,9.0,7.0,9.0,6.0,1,0,0,0,6,21,21,Home Win,2.0,1.0,1.0,3.0
Arsenal,Everton,2019/2020,2020-02-23,S Attwell,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,4.0,4.0,34.0,36.0,11,8,48.0,68.0,19.0,30.0,4.0,4.0,2.0,1.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-2.0,2.0,0.0,0.0,-2.0,3,-20.0,-11.0,0.0,1.0,1,0,0,0,7,27,27,Home Win,3.0,2.0,1.0,5.0
Chelsea,Everton,2019/2020,2020-03-08,K Friend,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,-1.0,2.0,45.0,37.0,4,11,83.0,76.0,25.0,31.0,1.0,7.0,1.0,5.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-3.0,8.0,-7,7.0,-6.0,-6.0,-4.0,1,0,0,0,8,29,29,Home Win,4.0,0.0,4.0,4.0
Norwich,Everton,2019/2020,2020-06-24,A Madley,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,-7.0,-3.0,21.0,38.0,20,13,43.0,59.0,17.0,22.0,3.0,0.0,2.0,0.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,0.0,-2.0,2.0,-4.0,-17.0,7,-16.0,-5.0,3.0,2.0,0,0,1,0,11,31,31,Home Loss,0.0,1.0,-1.0,1.0
Wolves,Everton,2019/2020,2020-07-12,A Taylor,2.0,2.0,2.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,52.0,45.0,6,11,45.0,50.0,12.0,17.0,4.0,4.0,7.0,6.0,0.0,-1.0,1.0,2.0,1.0,-3.0,1.0,-2.0,1.0,0.0,7.0,-5,-5.0,-5.0,0.0,1.0,0,0,0,0,0,35,35,Home Win,3.0,0.0,3.0,3.0
Man United,Everton,2019/2020,2019-12-15,M Oliver,2.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,4.0,-3.0,24.0,17.0,5,14,71.0,78.0,36.0,26.0,3.0,3.0,2.0,5.0,1.0,2.0,-3.0,0.0,1.0,-1.0,1.0,2.0,-3.0,7.0,7.0,-9,-7.0,10.0,0.0,-3.0,1,0,0,0,5,17,17,Draw,1.0,1.0,0.0,2.0
