HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Crystal Palace,Everton,2014/2015,2015-01-31,R East,0.0,-1.0,1.0,0.0,4.0,-4.0,2.0,0.0,-2.0,4.0,0.0,1,-3.0,0.0,0,0,0,0,6,23,23,Home Loss,0.0,1.0,-1.0,1.0
Hull,Everton,2014/2015,2015-01-01,K Friend,-3.0,-1.0,4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,2.0,-5.0,6,2.0,-3.0,0,0,0,0,6,20,20,Home Win,2.0,0.0,2.0,2.0
Newcastle,West Brom,2014/2015,2015-05-09,C Foy,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.0,-1.0,3.0,-8.0,-5.0,2,2.0,-6.0,0,0,0,0,10,36,36,Draw,1.0,1.0,0.0,2.0
QPR,West Brom,2014/2015,2014-12-20,C Pawson,3.0,-1.0,-2.0,-2.0,-1.0,3.0,1.0,-1.0,0.0,1.0,-3.0,4,22.0,6.0,0,0,1,0,5,17,17,Home Win,3.0,2.0,1.0,5.0
Stoke,West Brom,2014/2015,2014-12-28,R East,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,5.0,-4,-26.0,-10.0,0,0,0,0,5,19,19,Home Win,2.0,0.0,2.0,2.0
Man City,West Brom,2014/2015,2015-03-21,N Swarbrick,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,-1.0,1.0,5.0,25.0,-11,41.0,18.0,1,0,0,0,8,30,30,Home Win,3.0,0.0,3.0,3.0
Arsenal,West Brom,2014/2015,2015-05-24,R Madley,0.0,1.0,-1.0,3.0,-1.0,-2.0,-2.0,1.0,1.0,-5.0,28.0,-10,49.0,11.0,1,0,0,0,10,38,38,Home Win,4.0,1.0,3.0,5.0
Aston Villa,West Brom,2014/2015,2015-03-03,J Moss,-3.0,2.0,1.0,0.0,-4.0,4.0,-2.0,-2.0,4.0,-10.0,-8.0,6,-4.0,-5.0,0,0,0,0,8,28,28,Home Win,2.0,1.0,1.0,3.0
Chelsea,West Brom,2014/2015,2014-11-22,L Mason,4.0,-3.0,-1.0,1.0,1.0,-2.0,3.0,-1.0,-2.0,7.0,16.0,-12,10.0,10.0,1,0,0,0,4,12,12,Home Win,2.0,0.0,2.0,2.0
Everton,West Brom,2014/2015,2015-01-19,M Oliver,1.0,2.0,-3.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-3.0,1.0,-1,-14.0,-4.0,0,0,0,0,6,22,22,Draw,0.0,0.0,0.0,0.0
Sunderland,West Brom,2014/2015,2015-02-21,M Jones,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,-2.0,-2.0,1,-9.0,-2.0,0,0,0,0,7,26,26,Draw,0.0,0.0,0.0,0.0
Man United,West Brom,2014/2015,2015-05-02,A Taylor,2.0,0.0,-2.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,6.0,28.0,-9,18.0,5.0,1,0,0,0,10,35,35,Home Loss,0.0,1.0,-1.0,1.0
West Ham,West Brom,2014/2015,2015-01-01,J Moss,2.0,0.0,-2.0,1.0,1.0,-2.0,1.0,0.0,-1.0,5.0,14.0,-9,-4.0,-3.0,0,0,0,0,6,20,20,Draw,1.0,1.0,0.0,2.0
Crystal Palace,West Brom,2014/2015,2015-04-18,J Moss,-1.0,1.0,0.0,4.0,-3.0,-1.0,3.0,0.0,-3.0,13.0,9.0,-3,6.0,1.0,0,0,0,0,9,33,33,Home Loss,0.0,2.0,-2.0,2.0
Hull,West Brom,2014/2015,2014-12-06,M Oliver,0.0,-1.0,1.0,-2.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,2,-13.0,-5.0,0,0,0,0,5,15,15,Draw,0.0,0.0,0.0,0.0
Burnley,West Brom,2014/2015,2015-02-08,M Dean,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,2,9.0,8.0,0,0,1,0,7,24,24,Draw,2.0,2.0,0.0,4.0
Stoke,Hull,2014/2015,2015-02-28,N Swarbrick,0.0,1.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-1.0,4.0,10.0,-5,8.0,-4.0,0,0,0,0,7,27,27,Home Win,1.0,0.0,1.0,1.0
West Brom,Hull,2014/2015,2015-01-10,N Swarbrick,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-4.0,-1.0,2,12.0,6.0,0,0,0,0,6,21,21,Home Win,1.0,0.0,1.0,1.0
Man City,Hull,2014/2015,2015-02-07,J Moss,2.0,0.0,-2.0,3.0,0.0,-3.0,0.0,3.0,-3.0,5.0,29.0,-17,23.0,6.0,1,0,0,0,7,24,24,Draw,1.0,1.0,0.0,2.0
Chelsea,Hull,2014/2015,2014-12-13,C Foy,4.0,-1.0,-3.0,2.0,0.0,-2.0,3.0,-1.0,-2.0,10.0,23.0,-17,52.0,27.0,1,0,0,0,5,16,16,Home Win,2.0,0.0,2.0,2.0
Everton,Hull,2014/2015,2014-12-03,R Madley,1.0,-1.0,0.0,2.0,-1.0,-1.0,2.0,1.0,-3.0,8.0,6.0,-7,32.0,16.0,0,0,0,0,5,14,14,Draw,1.0,1.0,0.0,2.0
Sunderland,Hull,2014/2015,2014-12-26,A Marriner,-1.0,2.0,-1.0,1.0,1.0,-2.0,1.0,1.0,-2.0,4.0,6.0,-6,13.0,5.0,0,0,0,0,5,18,18,Home Loss,1.0,3.0,-2.0,4.0
Swansea,Hull,2014/2015,2015-04-04,A Marriner,-2.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-2.0,0.0,2.0,15.0,-7,-15.0,-2.0,0,0,0,0,9,31,31,Home Win,3.0,1.0,2.0,4.0
Man United,Hull,2014/2015,2014-11-29,A Taylor,3.0,-1.0,-2.0,0.0,0.0,0.0,2.0,0.0,-2.0,4.0,8.0,-13,45.0,12.0,1,0,0,0,4,13,13,Home Win,3.0,0.0,3.0,3.0
Tottenham,Hull,2014/2015,2015-05-16,A Taylor,0.0,0.0,0.0,1.0,1.0,-2.0,-1.0,1.0,0.0,-1.0,24.0,-12,-7.0,2.0,1,0,0,0,10,37,37,Home Win,2.0,0.0,2.0,2.0
West Ham,Hull,2014/2015,2015-01-18,M Atkinson,3.0,0.0,-3.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,-2.0,14.0,-12,-19.0,-6.0,0,0,0,0,6,22,22,Home Win,3.0,0.0,3.0,3.0
Southampton,Hull,2014/2015,2015-04-11,K Friend,-1.0,0.0,1.0,3.0,-1.0,-2.0,2.0,-1.0,-1.0,5.0,25.0,-9,21.0,-4.0,0,0,0,0,9,32,32,Home Win,2.0,0.0,2.0,2.0
Crystal Palace,Hull,2014/2015,2015-04-25,M Clattenburg,-1.0,0.0,1.0,4.0,-2.0,-2.0,4.0,-2.0,-2.0,10.0,14.0,-7,-6.0,-4.0,0,0,0,0,9,34,33,Home Loss,0.0,2.0,-2.0,2.0
Leicester,Hull,2014/2015,2015-03-14,J Moss,-2.0,0.0,2.0,0.0,1.0,-1.0,-2.0,-1.0,3.0,-8.0,-9.0,5,6.0,-2.0,0,0,1,0,8,28,29,Draw,0.0,0.0,0.0,0.0
Newcastle,Chelsea,2014/2015,2014-12-06,M Atkinson,-2.0,2.0,0.0,0.0,-2.0,2.0,-1.0,0.0,1.0,-4.0,-16.0,8,-36.0,-18.0,0,1,0,0,5,15,15,Home Win,2.0,1.0,1.0,3.0
QPR,Chelsea,2014/2015,2015-04-12,A Marriner,-2.0,-3.0,5.0,-2.0,0.0,2.0,-2.0,-1.0,3.0,-4.0,-44.0,19,-10.0,-5.0,0,1,1,0,9,33,31,Home Loss,0.0,1.0,-1.0,1.0
Stoke,Chelsea,2014/2015,2014-12-22,N Swarbrick,-2.0,1.0,1.0,-1.0,-2.0,3.0,-2.0,0.0,2.0,-8.0,-20.0,11,-32.0,-14.0,0,1,0,0,5,17,17,Home Loss,0.0,2.0,-2.0,2.0
West Brom,Chelsea,2014/2015,2015-05-18,M Jones,-1.0,-1.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-2.0,-43.0,12,-10.0,0.0,0,1,0,0,10,37,37,Home Win,3.0,0.0,3.0,3.0
Arsenal,Chelsea,2014/2015,2015-04-26,M Oliver,3.0,-3.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,5.0,-10.0,1,14.0,13.0,1,1,0,0,9,33,33,Draw,0.0,0.0,0.0,0.0
Aston Villa,Chelsea,2014/2015,2015-02-07,N Swarbrick,-4.0,3.0,1.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-13.0,-31.0,15,5.0,-13.0,0,1,0,0,7,24,24,Home Loss,1.0,2.0,-1.0,3.0
Sunderland,Chelsea,2014/2015,2014-11-29,K Friend,-4.0,3.0,1.0,-2.0,0.0,2.0,-3.0,1.0,2.0,-13.0,-19.0,13,-26.0,-11.0,0,1,0,0,4,13,13,Draw,0.0,0.0,0.0,0.0
Swansea,Chelsea,2014/2015,2015-01-17,J Moss,-3.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-5.0,-19.0,8,-3.0,-10.0,0,1,0,0,6,22,22,Home Loss,0.0,5.0,-5.0,5.0
Tottenham,Chelsea,2014/2015,2015-01-01,P Dowd,-3.0,2.0,1.0,1.0,-2.0,1.0,0.0,1.0,-1.0,-2.0,-15.0,5,-24.0,-7.0,1,1,0,0,6,20,20,Home Win,5.0,3.0,2.0,8.0
West Ham,Chelsea,2014/2015,2015-03-04,A Marriner,-3.0,1.0,2.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-11.0,-21.0,9,-13.0,-11.0,0,1,0,0,8,28,27,Home Loss,0.0,1.0,-1.0,1.0
Southampton,Chelsea,2014/2015,2014-12-28,A Taylor,-2.0,0.0,2.0,-1.0,-1.0,2.0,-2.0,0.0,2.0,-6.0,-13.0,3,-33.0,-16.0,0,1,0,0,5,19,19,Draw,1.0,1.0,0.0,2.0
Hull,Chelsea,2014/2015,2015-03-22,M Oliver,0.0,-1.0,1.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-1.0,-36.0,14,-27.0,-7.0,0,1,0,0,8,30,29,Home Loss,2.0,3.0,-1.0,5.0
Leicester,Chelsea,2014/2015,2015-04-29,M Clattenburg,0.0,-2.0,2.0,-3.0,0.0,3.0,0.0,-1.0,1.0,0.0,-46.0,15,22.0,7.0,0,1,1,0,9,34,34,Home Loss,1.0,3.0,-2.0,4.0
Liverpool,Stoke,2014/2015,2014-11-29,C Pawson,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-3.0,-1.0,1,-20.0,-1.0,1,0,0,0,4,13,13,Home Win,1.0,0.0,1.0,1.0
Newcastle,Stoke,2014/2015,2015-02-08,K Friend,0.0,0.0,0.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-1.0,-2.0,1,3.0,10.0,0,0,0,0,7,24,24,Draw,1.0,1.0,0.0,2.0
West Brom,Stoke,2014/2015,2015-03-14,M Oliver,0.0,-1.0,1.0,-3.0,3.0,0.0,-1.0,1.0,0.0,1.0,-12.0,4,-25.0,-5.0,0,0,0,0,8,29,29,Home Win,1.0,0.0,1.0,1.0
Arsenal,Stoke,2014/2015,2015-01-11,J Moss,2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,7.0,-5,15.0,13.0,1,0,0,0,6,21,21,Home Win,3.0,0.0,3.0,3.0
Aston Villa,Stoke,2014/2015,2015-02-21,R East,-3.0,2.0,1.0,-1.0,-2.0,3.0,-2.0,-1.0,3.0,-8.0,-11.0,7,-4.0,-4.0,0,0,0,0,7,26,26,Home Loss,1.0,2.0,-1.0,3.0
Chelsea,Stoke,2014/2015,2015-04-04,J Moss,-1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,2.0,-2.0,1.0,25.0,-9,12.0,8.0,1,0,0,0,9,30,31,Home Win,2.0,1.0,1.0,3.0
Everton,Stoke,2014/2015,2014-12-26,L Mason,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3,7.0,4.0,0,0,0,0,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Swansea,Stoke,2014/2015,2015-05-02,C Pawson,-1.0,2.0,-1.0,1.0,-2.0,1.0,2.0,-1.0,-1.0,3.0,3.0,-1,-30.0,7.0,0,0,0,0,10,35,35,Home Win,2.0,0.0,2.0,2.0
Man United,Stoke,2014/2015,2014-12-02,J Moss,2.0,0.0,-2.0,-1.0,2.0,-1.0,2.0,0.0,-2.0,6.0,7.0,-8,-3.0,3.0,1,0,0,0,5,14,14,Home Win,2.0,1.0,1.0,3.0
West Ham,Stoke,2014/2015,2015-04-11,R East,-1.0,0.0,1.0,-2.0,2.0,0.0,-1.0,0.0,1.0,-6.0,0.0,1,15.0,9.0,0,0,0,0,9,32,32,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Stoke,2014/2015,2014-12-13,K Friend,0.0,-1.0,1.0,0.0,2.0,-2.0,-1.0,2.0,-1.0,1.0,-4.0,4,-2.0,0.0,0,0,0,0,5,16,16,Draw,1.0,1.0,0.0,2.0
Leicester,Stoke,2014/2015,2015-01-17,A Marriner,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-9.0,9,7.0,7.0,0,0,1,0,6,22,22,Home Loss,0.0,1.0,-1.0,1.0
Burnley,Stoke,2014/2015,2015-05-16,M Oliver,-2.0,0.0,2.0,-1.0,0.0,1.0,-1.0,-2.0,3.0,-5.0,-21.0,10,-36.0,-11.0,0,0,1,0,10,37,37,Draw,0.0,0.0,0.0,0.0
Liverpool,Sunderland,2014/2015,2014-12-06,N Swarbrick,1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-3.0,2.0,0.0,6.0,-4,9.0,-6.0,1,0,0,0,5,15,15,Draw,0.0,0.0,0.0,0.0
Newcastle,Sunderland,2014/2015,2014-12-21,A Taylor,3.0,-1.0,-2.0,1.0,-1.0,0.0,2.0,-3.0,1.0,1.0,7.0,-7,1.0,3.0,0,0,0,0,5,17,17,Home Loss,0.0,1.0,-1.0,1.0
Stoke,Sunderland,2014/2015,2015-04-25,M Atkinson,1.0,-1.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,5.0,17.0,-6,10.0,-3.0,0,0,0,0,9,34,33,Draw,1.0,1.0,0.0,2.0
Man City,Sunderland,2014/2015,2015-01-01,R East,4.0,-2.0,-2.0,1.0,-2.0,1.0,3.0,-2.0,-1.0,8.0,23.0,-12,6.0,7.0,1,0,0,0,6,20,20,Home Win,3.0,2.0,1.0,5.0
Arsenal,Sunderland,2014/2015,2015-05-20,A Taylor,1.0,0.0,-1.0,4.0,-2.0,-2.0,0.0,0.0,0.0,2.0,34.0,-13,17.0,7.0,1,0,0,0,10,37,37,Draw,0.0,0.0,0.0,0.0
Aston Villa,Sunderland,2014/2015,2014-12-28,M Atkinson,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,4.0,1.0,-1,-7.0,6.0,0,0,0,0,5,19,19,Draw,0.0,0.0,0.0,0.0
Chelsea,Sunderland,2014/2015,2015-05-24,L Mason,1.0,1.0,-2.0,3.0,-2.0,-1.0,0.0,-1.0,1.0,-3.0,46.0,-15,-2.0,0.0,1,0,0,0,10,38,38,Home Win,3.0,1.0,2.0,4.0
Everton,Sunderland,2014/2015,2015-05-09,L Probert,3.0,0.0,-3.0,1.0,-2.0,1.0,1.0,0.0,-1.0,6.0,11.0,-5,0.0,8.0,0,0,0,0,10,36,35,Home Loss,0.0,2.0,-2.0,2.0
Swansea,Sunderland,2014/2015,2015-02-07,P Dowd,2.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-6.0,10.0,-4,32.0,-1.0,0,0,0,0,7,24,24,Draw,1.0,1.0,0.0,2.0
Man United,Sunderland,2014/2015,2015-02-28,R East,3.0,-1.0,-2.0,0.0,2.0,-2.0,2.0,-1.0,-1.0,6.0,22.0,-12,22.0,13.0,1,0,0,0,7,27,27,Home Win,2.0,0.0,2.0,2.0
Tottenham,Sunderland,2014/2015,2015-01-17,C Foy,3.0,-1.0,-2.0,3.0,-3.0,0.0,2.0,0.0,-2.0,6.0,14.0,-9,8.0,12.0,1,0,0,0,6,22,22,Home Win,2.0,1.0,1.0,3.0
West Ham,Sunderland,2014/2015,2015-03-21,L Mason,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.0,13.0,-7,8.0,2.0,0,0,0,0,8,30,30,Home Win,1.0,0.0,1.0,1.0
Hull,Sunderland,2014/2015,2015-03-03,M Dean,2.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-1,1.0,7.0,0,0,0,0,8,28,28,Draw,1.0,1.0,0.0,2.0
Leicester,Sunderland,2014/2015,2014-11-22,R Madley,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,0.0,2.0,0.0,-3.0,4,1.0,0.0,0,0,1,0,4,12,12,Draw,0.0,0.0,0.0,0.0
Liverpool,Arsenal,2014/2015,2014-12-21,M Oliver,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-5.0,-5.0,5,-18.0,-14.0,1,1,0,0,5,17,17,Draw,2.0,2.0,0.0,4.0
Newcastle,Arsenal,2014/2015,2015-03-21,M Jones,-4.0,2.0,2.0,-2.0,1.0,1.0,-4.0,1.0,3.0,-16.0,-22.0,8,-37.0,-20.0,0,1,0,0,8,30,30,Home Loss,1.0,2.0,-1.0,3.0
QPR,Arsenal,2014/2015,2015-03-04,K Friend,-4.0,2.0,2.0,-2.0,0.0,2.0,-3.0,0.0,3.0,-12.0,-29.0,14,5.0,-8.0,0,1,1,0,8,27,28,Home Loss,1.0,2.0,-1.0,3.0
Stoke,Arsenal,2014/2015,2014-12-06,A Taylor,1.0,-2.0,1.0,-2.0,1.0,1.0,-2.0,1.0,1.0,-5.0,-8.0,7,-28.0,-17.0,0,1,0,0,5,15,15,Home Win,3.0,2.0,1.0,5.0
West Brom,Arsenal,2014/2015,2014-11-29,C Foy,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,-6.0,-4.0,5,-59.0,-28.0,0,1,0,0,4,13,13,Home Loss,0.0,1.0,-1.0,1.0
Man City,Arsenal,2014/2015,2015-01-18,M Dean,0.0,1.0,-1.0,2.0,0.0,-2.0,0.0,1.0,-1.0,3.0,11.0,-3,23.0,1.0,1,1,0,0,6,22,22,Home Loss,0.0,2.0,-2.0,2.0
Man United,Arsenal,2014/2015,2015-05-17,M Dean,0.0,-1.0,1.0,-3.0,0.0,3.0,-1.0,-1.0,2.0,-7.0,-2.0,2,-8.0,-8.0,1,1,0,0,10,37,36,Draw,1.0,1.0,0.0,2.0
Tottenham,Arsenal,2014/2015,2015-02-07,M Atkinson,-1.0,2.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,-4.0,-2.0,1,0.0,-1.0,1,1,0,0,7,24,24,Home Win,2.0,1.0,1.0,3.0
West Ham,Arsenal,2014/2015,2014-12-28,N Swarbrick,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2,-12.0,-3.0,0,1,0,0,5,19,19,Home Loss,1.0,2.0,-1.0,3.0
Southampton,Arsenal,2014/2015,2015-01-01,C Pawson,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-1,-12.0,-7.0,0,1,0,0,6,20,20,Home Win,2.0,0.0,2.0,2.0
Crystal Palace,Arsenal,2014/2015,2015-02-21,M Clattenburg,-4.0,2.0,2.0,-1.0,2.0,-1.0,-1.0,1.0,0.0,-8.0,-18.0,7,6.0,-8.0,0,1,0,0,7,26,26,Home Loss,1.0,2.0,-1.0,3.0
Hull,Arsenal,2014/2015,2015-05-04,L Mason,-2.0,1.0,1.0,-4.0,2.0,2.0,-2.0,-1.0,3.0,-10.0,-33.0,13,1.0,-4.0,0,1,0,0,10,35,34,Home Loss,1.0,3.0,-2.0,4.0
Burnley,Arsenal,2014/2015,2015-04-11,M Dean,-4.0,2.0,2.0,-4.0,2.0,2.0,-4.0,1.0,3.0,-14.0,-37.0,16,-17.0,-17.0,0,1,1,0,9,32,32,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Swansea,2014/2015,2014-12-29,A Marriner,-2.0,2.0,0.0,1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-3.0,1,18.0,10.0,1,0,0,0,5,19,19,Home Win,4.0,1.0,3.0,5.0
Newcastle,Swansea,2014/2015,2015-04-25,N Swarbrick,-1.0,0.0,1.0,-1.0,1.0,0.0,-2.0,-1.0,3.0,-9.0,-12.0,6,10.0,-5.0,0,0,0,0,9,34,34,Home Loss,2.0,3.0,-1.0,5.0
QPR,Swansea,2014/2015,2015-01-01,A Taylor,0.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,4.0,-10.0,7,15.0,8.0,0,0,1,0,6,20,20,Draw,1.0,1.0,0.0,2.0
West Brom,Swansea,2014/2015,2015-02-11,R Madley,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0,-11.0,6,-24.0,-2.0,0,0,0,0,7,25,25,Home Win,2.0,0.0,2.0,2.0
Man City,Swansea,2014/2015,2014-11-22,N Swarbrick,0.0,0.0,0.0,2.0,-1.0,-1.0,1.0,-1.0,0.0,3.0,3.0,-2,57.0,18.0,1,0,0,0,4,12,12,Home Win,2.0,1.0,1.0,3.0
Arsenal,Swansea,2014/2015,2015-05-11,K Friend,2.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,4.0,17.0,-6,17.0,5.0,1,0,0,0,10,35,36,Home Loss,0.0,1.0,-1.0,1.0
Aston Villa,Swansea,2014/2015,2015-03-21,R Madley,-1.0,-1.0,2.0,-2.0,-1.0,3.0,0.0,0.0,0.0,3.0,-12.0,7,8.0,6.0,0,0,0,0,8,30,30,Home Loss,0.0,1.0,-1.0,1.0
Tottenham,Swansea,2014/2015,2015-03-04,M Oliver,2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,0.0,3.0,4.0,-1,52.0,14.0,1,0,0,0,8,27,28,Home Win,3.0,2.0,1.0,5.0
West Ham,Swansea,2014/2015,2014-12-07,C Foy,2.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,-2,5.0,0.0,0,0,0,0,5,15,15,Home Win,3.0,1.0,2.0,4.0
Southampton,Swansea,2014/2015,2015-02-01,M Oliver,0.0,-1.0,1.0,1.0,0.0,-1.0,3.0,-1.0,-2.0,13.0,12.0,-6,-24.0,2.0,0,0,0,0,7,23,23,Home Loss,0.0,1.0,-1.0,1.0
Crystal Palace,Swansea,2014/2015,2015-05-24,C Pawson,-1.0,-1.0,2.0,0.0,0.0,0.0,-2.0,0.0,2.0,-4.0,-11.0,4,4.0,-10.0,0,0,0,0,10,38,38,Home Win,1.0,0.0,1.0,1.0
Hull,Swansea,2014/2015,2014-12-20,M Clattenburg,-2.0,-1.0,3.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-4.0,-9.0,10,-28.0,-12.0,0,0,0,0,5,17,17,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Swansea,2014/2015,2015-04-18,L Probert,0.0,0.0,0.0,-3.0,1.0,2.0,0.0,0.0,0.0,-2.0,-22.0,11,18.0,0.0,0,0,1,0,9,32,33,Home Win,2.0,0.0,2.0,2.0
Burnley,Swansea,2014/2015,2015-02-28,J Moss,1.0,-1.0,0.0,-2.0,1.0,1.0,-2.0,1.0,1.0,0.0,-15.0,10,1.0,4.0,0,0,1,0,7,27,27,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Leicester,2014/2015,2015-01-01,M Jones,2.0,0.0,-2.0,1.0,0.0,-1.0,1.0,2.0,-3.0,5.0,15.0,-11,39.0,18.0,1,0,0,1,6,20,20,Draw,2.0,2.0,0.0,4.0
QPR,Leicester,2014/2015,2014-11-29,R East,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,5.0,-2.0,1,15.0,4.0,0,0,1,1,4,13,13,Home Win,3.0,2.0,1.0,5.0
West Brom,Leicester,2014/2015,2015-04-11,M Atkinson,2.0,-1.0,-1.0,0.0,3.0,-3.0,1.0,-2.0,1.0,-3.0,11.0,-6,-22.0,-6.0,0,0,0,1,9,32,31,Home Loss,2.0,3.0,-1.0,5.0
Man City,Leicester,2014/2015,2015-03-04,R Madley,1.0,2.0,-3.0,2.0,0.0,-2.0,2.0,1.0,-3.0,12.0,37.0,-18,10.0,11.0,1,0,0,1,8,28,27,Home Win,2.0,0.0,2.0,2.0
Arsenal,Leicester,2014/2015,2015-02-10,M Jones,4.0,0.0,-4.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,10.0,25.0,-14,-3.0,11.0,1,0,0,1,7,25,25,Home Win,2.0,1.0,1.0,3.0
Aston Villa,Leicester,2014/2015,2014-12-07,C Pawson,0.0,-2.0,2.0,0.0,2.0,-2.0,1.0,2.0,-3.0,6.0,6.0,-8,-17.0,-2.0,0,0,0,1,5,15,15,Home Win,2.0,1.0,1.0,3.0
Everton,Leicester,2014/2015,2015-02-22,P Dowd,0.0,3.0,-3.0,0.0,-1.0,1.0,0.0,3.0,-3.0,4.0,10.0,-7,3.0,-1.0,0,0,0,1,7,26,26,Draw,2.0,2.0,0.0,4.0
Sunderland,Leicester,2014/2015,2015-05-16,M Atkinson,-1.0,0.0,1.0,-2.0,2.0,0.0,-1.0,1.0,0.0,-5.0,-1.0,-1,2.0,-1.0,0,0,0,1,10,36,37,Draw,0.0,0.0,0.0,0.0
Man United,Leicester,2014/2015,2015-01-31,M Atkinson,3.0,-1.0,-2.0,1.0,2.0,-3.0,0.0,1.0,-1.0,3.0,23.0,-16,-14.0,1.0,1,0,0,1,6,23,23,Home Win,3.0,1.0,2.0,4.0
Tottenham,Leicester,2014/2015,2015-03-21,M Dean,3.0,1.0,-4.0,3.0,-2.0,-1.0,2.0,-1.0,-1.0,2.0,31.0,-13,13.0,9.0,1,0,0,1,8,30,29,Home Win,4.0,3.0,1.0,7.0
West Ham,Leicester,2014/2015,2014-12-20,M Atkinson,3.0,-1.0,-2.0,2.0,1.0,-3.0,3.0,0.0,-3.0,8.0,18.0,-16,2.0,9.0,0,0,0,1,5,17,17,Home Win,2.0,0.0,2.0,2.0
Hull,Leicester,2014/2015,2014-12-28,P Dowd,1.0,-1.0,0.0,0.0,2.0,-2.0,1.0,2.0,-3.0,6.0,6.0,-3,-17.0,-8.0,0,0,0,1,5,19,19,Home Loss,0.0,1.0,-1.0,1.0
